time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries,state
2020-08-15,621625,8625,361588,11225,77,,california
2020-08-16,628145,6520,366395,11244,19,,california
2020-08-17,635070,6925,366446,11343,99,,california
2020-08-18,640420,5350,364874,11522,179,,california
2020-08-19,647209,6789,368002,11686,164,,california
2020-08-20,653264,6055,369852,11821,135,,california
2020-08-21,659803,6539,371008,11987,166,,california
2020-08-22,664959,5156,374084,12134,147,,california
2020-08-23,670055,5096,377797,12152,18,,california
2020-08-24,676223,6168,376535,12257,105,,california
2020-08-25,682085,5862,376984,12407,150,,california
2020-08-26,687500,5415,365752,12550,143,,california
2020-08-27,692780,5280,365352,12691,141,,california
2020-08-28,698186,5406,365648,12836,145,,california
2020-08-29,702049,3863,367213,12903,67,,california
2020-08-30,705866,3817,369670,12938,35,,california
2020-08-31,712351,6485,368335,13020,82,,california
2020-09-01,716649,4298,368455,13165,145,,california
2020-09-02,721796,5147,368727,13323,158,,california
2020-09-03,726377,4581,369024,13490,167,,california
2020-09-04,731453,5076,369440,13643,153,,california
2020-09-05,736078,4625,372261,13708,65,,california
2020-09-06,739154,3076,374175,13730,22,,california
2020-09-07,741486,2332,374562,13763,33,,california
2020-09-08,744895,3409,371905,13835,72,,california
2020-09-09,747991,3096,370757,13990,155,,california
2020-09-10,751747,3756,371194,14090,100,,california
2020-09-11,755714,3967,370234,14262,172,,california
2020-09-12,759184,3470,372632,14333,71,,california
2020-09-13,762015,2831,374225,14385,52,,california
2020-09-14,765779,3764,372994,14462,77,,california
2020-09-15,768601,2822,371687,14615,153,,california
2020-09-16,771976,3375,372113,14721,106,,california
2020-09-17,775537,3561,373300,14812,91,,california
2020-09-18,779945,4408,373824,14912,100,,california
2020-09-19,783657,3712,373283,14987,75,,california
2020-09-20,786441,2784,375122,15018,31,,california
2020-09-21,790679,4238,376297,15071,53,,california
2020-09-22,793600,2921,376701,15195,124,,california
2020-09-23,796830,3230,377145,15313,118,,california
2020-09-24,800096,3266,378702,15402,89,,california
2020-09-25,804174,4078,379734,15535,133,,california
2020-09-26,807578,3404,380858,15586,51,,california
2020-09-27,810091,2513,382550,15607,21,,california
2020-09-28,813257,3166,382447,15641,34,,california
2020-09-29,816287,3030,383249,15792,151,,california
2020-09-30,819524,3237,384109,15900,108,,california
2020-10-01,822693,3169,385690,15989,89,,california
2020-10-02,826690,3997,386659,16075,86,,california
2020-10-03,829819,3129,388642,16121,46,,california
2020-10-04,832848,3029,390797,16147,26,,california
2020-03-12,29,0,28,1,0,,new-jersey
2020-03-13,50,21,49,1,0,,new-jersey
2020-03-14,69,19,68,1,0,,new-jersey
2020-03-15,98,29,96,2,1,,new-jersey
2020-03-16,177,79,175,2,0,,new-jersey
2020-03-17,265,88,262,3,1,,new-jersey
2020-03-18,423,158,418,5,2,,new-jersey
2020-03-19,736,313,726,10,5,,new-jersey
2020-03-20,883,147,871,12,2,,new-jersey
2020-03-21,1317,434,1299,18,6,,new-jersey
2020-03-22,1899,582,1876,23,5,,new-jersey
2020-03-23,2821,922,2790,31,8,,new-jersey
2020-03-24,3646,825,3596,50,19,,new-jersey
2020-03-25,4369,723,4298,71,21,,new-jersey
2020-03-26,6821,2452,6728,93,22,,new-jersey
2020-03-27,8754,1933,8630,124,31,,new-jersey
2020-03-28,11035,2281,10874,161,37,,new-jersey
2020-03-29,13277,2242,13092,185,24,,new-jersey
2020-03-30,16499,3222,16272,227,42,,new-jersey
2020-03-31,18548,2049,18242,306,79,,new-jersey
2020-04-01,22083,3535,21677,406,100,,new-jersey
2020-04-02,25410,3327,24798,612,206,,new-jersey
2020-04-03,29686,4276,28950,736,124,,new-jersey
2020-04-04,33900,4214,32938,962,226,,new-jersey
2020-04-05,37257,3357,36122,1043,81,,new-jersey
2020-04-06,40818,3561,39585,1141,98,,new-jersey
2020-04-07,44142,3324,42650,1400,259,,new-jersey
2020-04-08,47170,3028,45370,1708,308,,new-jersey
2020-04-09,50751,3581,48729,1930,222,,new-jersey
2020-04-10,54309,3558,51434,2193,263,,new-jersey
2020-04-11,57871,3562,54712,2477,284,,new-jersey
2020-04-12,61556,3685,58208,2666,189,,new-jersey
2020-04-13,64275,2719,60232,2772,106,,new-jersey
2020-04-14,68523,4248,64070,3182,410,,new-jersey
2020-04-15,70756,2233,65905,3580,398,,new-jersey
2020-04-16,75050,4294,69789,3990,410,,new-jersey
2020-04-17,78213,3163,72587,4355,365,,new-jersey
2020-04-18,81168,2955,75282,4615,260,,new-jersey
2020-04-19,85029,3861,78993,4765,150,,new-jersey
2020-04-20,88523,3494,82289,4963,198,,new-jersey
2020-04-21,92120,3597,85460,5389,426,,new-jersey
2020-04-22,95606,3486,88594,5741,352,,new-jersey
2020-04-23,99775,4169,92349,6155,414,,new-jersey
2020-04-24,101951,2176,94311,6369,214,,new-jersey
2020-04-25,105279,3328,97360,6648,279,,new-jersey
2020-04-26,108769,3490,100764,6734,86,,new-jersey
2020-04-27,110912,2143,102786,6855,121,,new-jersey
2020-04-28,113608,2696,105032,7305,450,,new-jersey
2020-04-29,116037,2429,107089,7677,372,,new-jersey
2020-04-30,118465,2428,108998,8196,519,,new-jersey
2020-05-01,121021,2556,111202,8548,352,,new-jersey
2020-05-02,123551,2530,113501,8779,231,,new-jersey
2020-05-03,127254,3703,117042,8941,162,,new-jersey
2020-05-04,129151,1897,118865,9015,74,,new-jersey
2020-05-05,131535,2384,120863,9401,386,,new-jersey
2020-05-06,132915,1380,121752,9719,318,,new-jersey
2020-05-07,134978,2063,123841,10016,297,,new-jersey
2020-05-08,137084,2106,125429,10187,171,,new-jersey
2020-05-09,138456,1372,126618,10337,150,,new-jersey
2020-05-10,139891,1435,127854,10502,165,,new-jersey
2020-05-11,141019,1128,128880,10590,88,,new-jersey
2020-05-12,141979,960,127935,10816,226,,new-jersey
2020-05-13,142779,800,128465,11026,210,,new-jersey
2020-05-14,143961,1182,129456,11274,248,,new-jersey
2020-05-15,145441,1480,130662,11505,231,,new-jersey
2020-05-16,146347,906,131359,11631,126,,new-jersey
2020-05-17,148152,1805,129645,11752,121,,new-jersey
2020-05-18,150035,1883,131328,11846,94,,new-jersey
2020-05-19,150972,937,132050,12007,161,,new-jersey
2020-05-20,152065,1093,132844,12183,176,,new-jersey
2020-05-21,153411,1346,132564,12303,120,,new-jersey
2020-05-22,154249,838,132496,12454,151,,new-jersey
2020-05-23,154702,453,130708,12565,111,,new-jersey
2020-05-24,155374,672,129783,12629,64,,new-jersey
2020-05-25,156582,1208,130841,12647,18,,new-jersey
2020-05-26,156997,415,130395,12695,48,,new-jersey
2020-05-27,157812,815,130135,12857,162,,new-jersey
2020-05-28,159253,1441,131130,12938,81,,new-jersey
2020-05-29,160386,1133,131451,13079,141,,new-jersey
2020-05-30,160920,534,131300,13194,115,,new-jersey
2020-05-31,161769,849,130845,13278,84,,new-jersey
2020-06-01,162641,872,130827,13302,24,,new-jersey
2020-06-02,163148,507,129830,13360,58,,new-jersey
2020-06-03,163785,637,130086,13499,139,,new-jersey
2020-06-04,164536,751,128960,13613,114,,new-jersey
2020-06-05,165183,647,127931,13700,87,,new-jersey
2020-06-06,165700,517,126676,13773,73,,new-jersey
2020-06-07,166038,338,125906,13853,80,,new-jersey
2020-06-08,166951,913,125745,13940,87,,new-jersey
2020-06-09,167234,283,125046,14028,88,,new-jersey
2020-06-10,167729,495,124471,14140,112,,new-jersey
2020-06-11,168262,533,123936,14237,97,,new-jersey
2020-06-12,168904,642,123613,14293,56,,new-jersey
2020-06-13,169304,400,122940,14401,108,,new-jersey
2020-06-14,169511,207,122164,14443,42,,new-jersey
2020-06-15,169877,366,121850,14499,56,,new-jersey
2020-06-16,170326,449,121801,14562,63,,new-jersey
2020-06-17,170679,353,122024,14624,62,,new-jersey
2020-06-18,171110,431,121392,14665,41,,new-jersey
2020-06-19,171524,414,121376,14703,38,,new-jersey
2020-06-20,171869,345,121254,14732,29,,new-jersey
2020-06-21,172158,289,121248,14746,14,,new-jersey
2020-06-22,172471,313,120543,14782,36,,new-jersey
2020-06-23,173039,568,120124,14837,55,,new-jersey
2020-06-24,173213,174,119353,14889,52,,new-jersey
2020-06-25,173573,360,118747,14922,33,,new-jersey
2020-06-26,173982,409,117719,14967,45,,new-jersey
2020-06-27,174265,283,117968,15001,34,,new-jersey
2020-06-28,174571,306,117193,15028,27,,new-jersey
2020-06-29,174616,45,115398,15033,5,,new-jersey
2020-06-30,175164,548,114972,15050,17,,new-jersey
2020-07-01,175446,282,113398,15091,41,,new-jersey
2020-07-02,175858,412,111111,15091,0,,new-jersey
2020-07-03,176160,302,109020,15143,52,,new-jersey
2020-07-04,176365,205,105678,15167,24,,new-jersey
2020-07-05,176665,300,103233,15189,22,,new-jersey
2020-07-06,177076,411,100695,15212,23,,new-jersey
2020-07-07,177542,466,98568,15262,50,,new-jersey
2020-07-08,177787,245,95557,15326,64,,new-jersey
2020-07-09,178118,331,92977,15432,106,,new-jersey
2020-07-10,178537,419,90524,15463,31,,new-jersey
2020-07-11,178847,310,87164,15513,50,,new-jersey
2020-07-12,179088,241,84513,15519,6,,new-jersey
2020-07-13,179534,446,82300,15549,30,,new-jersey
2020-07-14,179937,403,78845,15572,23,,new-jersey
2020-07-15,180255,318,75770,15615,43,,new-jersey
2020-07-16,180689,434,72918,15646,31,,new-jersey
2020-07-17,180958,269,69732,15666,20,,new-jersey
2020-07-18,181089,131,66623,15686,20,,new-jersey
2020-07-19,181136,47,60105,15691,5,,new-jersey
2020-07-20,181266,130,57358,15693,2,,new-jersey
2020-07-21,181521,255,54191,15695,2,,new-jersey
2020-07-22,181889,368,54559,15695,0,,new-jersey
2020-07-23,182171,282,52953,15718,23,,new-jersey
2020-07-24,182532,361,50271,15751,33,,new-jersey
2020-07-25,182921,389,48577,15769,18,,new-jersey
2020-07-26,183248,327,46375,15782,13,,new-jersey
2020-07-27,183881,633,44419,15799,17,,new-jersey
2020-07-28,184428,547,42618,15815,16,,new-jersey
2020-07-29,184660,232,39212,15833,18,,new-jersey
2020-07-30,185088,428,37127,15848,15,,new-jersey
2020-07-31,185641,553,35425,15857,9,,new-jersey
2020-08-01,185907,266,34464,15867,10,,new-jersey
2020-08-02,186150,243,32737,15873,6,,new-jersey
2020-08-03,186564,414,31184,15876,3,,new-jersey
2020-08-04,186741,177,30039,15876,0,,new-jersey
2020-08-05,187249,508,29471,15876,0,,new-jersey
2020-08-06,187622,373,26436,15882,6,,new-jersey
2020-08-07,187939,317,25637,15885,3,,new-jersey
2020-08-08,188192,253,24764,15898,13,,new-jersey
2020-08-09,188382,190,24151,15901,3,,new-jersey
2020-08-10,188849,467,22793,15911,10,,new-jersey
2020-08-11,189205,356,21393,15922,11,,new-jersey
2020-08-12,189573,368,19971,15924,2,,new-jersey
2020-08-13,189930,357,19321,15929,5,,new-jersey
2020-08-14,190454,524,19106,15933,4,,new-jersey
2020-08-15,190866,412,17862,15948,15,,new-jersey
2020-08-16,191269,403,18028,15950,2,,new-jersey
2020-08-17,191690,421,18035,15981,31,,new-jersey
2020-08-18,192017,327,17959,15990,9,,new-jersey
2020-08-19,192315,298,17930,15990,0,,new-jersey
2020-08-20,192498,183,17837,15997,7,,new-jersey
2020-08-21,192799,301,17863,16006,9,,new-jersey
2020-08-22,193066,267,17619,16007,1,,new-jersey
2020-08-23,193267,201,17748,16009,2,,new-jersey
2020-08-24,193567,300,17713,16011,2,,new-jersey
2020-08-25,193877,310,17653,16018,7,,new-jersey
2020-08-26,194133,256,17627,16020,2,,new-jersey
2020-08-27,194383,250,17552,16026,6,,new-jersey
2020-08-28,194719,336,17858,16034,8,,new-jersey
2020-08-29,194953,234,17577,16038,4,,new-jersey
2020-08-30,195104,151,17471,16041,3,,new-jersey
2020-08-31,195560,456,17524,16048,7,,new-jersey
2020-09-01,195947,387,17621,16053,5,,new-jersey
2020-09-02,196250,303,17707,16068,15,,new-jersey
2020-09-03,196593,343,17740,16077,9,,new-jersey
2020-09-04,196978,385,17706,16083,6,,new-jersey
2020-09-05,197236,258,17488,16088,5,,new-jersey
2020-09-06,197520,284,17545,16091,3,,new-jersey
2020-09-07,197859,339,17642,16113,22,,new-jersey
2020-09-08,198216,357,17689,16120,7,,new-jersey
2020-09-09,198551,335,17588,16131,11,,new-jersey
2020-09-10,198949,398,17722,16136,5,,new-jersey
2020-09-11,199435,486,18074,16145,9,,new-jersey
2020-09-12,199841,406,18432,16149,4,,new-jersey
2020-09-13,200144,303,18601,16153,4,,new-jersey
2020-09-14,200522,378,18719,16158,5,,new-jersey
2020-09-15,200991,469,18818,16166,8,,new-jersey
2020-09-16,201382,391,18921,16175,9,,new-jersey
2020-09-17,201936,554,19123,16179,4,,new-jersey
2020-09-18,202489,553,19285,16184,5,,new-jersey
2020-09-19,202845,356,19320,16188,4,,new-jersey
2020-09-20,203216,371,19067,16190,2,,new-jersey
2020-09-21,203664,448,18969,16191,1,,new-jersey
2020-09-22,204166,502,19241,16194,3,,new-jersey
2020-09-23,204593,427,19235,16203,9,,new-jersey
2020-09-24,205315,722,19409,16213,10,,new-jersey
2020-09-25,205892,577,19719,16216,3,,new-jersey
2020-09-26,206611,719,20221,16221,5,,new-jersey
2020-09-27,207250,639,20455,16221,0,,new-jersey
2020-09-28,207977,727,21001,16225,4,,new-jersey
2020-09-29,208360,383,20870,16238,13,,new-jersey
2020-09-30,208994,634,21133,16245,7,,new-jersey
2020-10-01,209725,731,21545,16248,3,,new-jersey
2020-10-02,210411,686,21977,16251,3,,new-jersey
2020-10-03,211217,806,22592,16254,3,,new-jersey
2020-10-04,211814,597,22725,16258,4,,new-jersey
2020-03-12,4,0,4,0,0,,delaware
2020-03-13,4,0,4,0,0,,delaware
2020-03-14,6,2,6,0,0,,delaware
2020-03-15,7,1,7,0,0,,delaware
2020-03-16,8,1,8,0,0,,delaware
2020-03-17,16,8,16,0,0,,delaware
2020-03-18,26,10,26,0,0,,delaware
2020-03-19,31,5,31,0,0,,delaware
2020-03-20,38,7,38,0,0,,delaware
2020-03-21,40,2,40,0,0,,delaware
2020-03-22,56,16,56,0,0,,delaware
2020-03-23,68,12,68,0,0,,delaware
2020-03-24,104,36,104,0,0,,delaware
2020-03-25,119,15,119,0,0,,delaware
2020-03-26,130,11,129,1,1,,delaware
2020-03-27,165,35,159,2,1,,delaware
2020-03-28,214,49,200,5,3,,delaware
2020-03-29,232,18,217,6,1,,delaware
2020-03-30,264,32,249,6,0,,delaware
2020-03-31,319,55,287,10,4,,delaware
2020-04-01,368,49,308,11,1,,delaware
2020-04-02,393,25,332,12,1,,delaware
2020-04-03,450,57,365,14,2,,delaware
2020-04-04,593,143,508,14,0,,delaware
2020-04-05,673,80,588,14,0,,delaware
2020-04-06,783,110,697,15,1,,delaware
2020-04-07,928,145,768,16,1,,delaware
2020-04-08,1116,188,938,19,3,,delaware
2020-04-09,1209,93,1013,23,4,,delaware
2020-04-10,1326,117,1117,32,9,,delaware
2020-04-11,1479,153,1255,33,1,,delaware
2020-04-12,1625,146,1377,35,2,,delaware
2020-04-13,1761,136,1443,41,6,,delaware
2020-04-14,1926,165,1564,43,2,,delaware
2020-04-15,2014,88,1614,46,3,,delaware
2020-04-16,2075,61,1645,52,6,,delaware
2020-04-17,2323,248,1839,61,9,,delaware
2020-04-18,2538,215,2005,67,6,,delaware
2020-04-19,2538,0,2005,67,0,,delaware
2020-04-20,2745,207,2178,72,5,,delaware
2020-04-21,2931,186,2284,82,10,,delaware
2020-04-22,3200,269,2512,89,7,,delaware
2020-04-23,3308,108,2573,92,3,,delaware
2020-04-24,3442,134,2639,100,8,,delaware
2020-04-25,3576,134,2655,112,12,,delaware
2020-04-26,4034,458,3003,120,8,,delaware
2020-04-27,4162,128,3041,125,5,,delaware
2020-04-28,4575,413,3342,137,12,,delaware
2020-04-29,4655,80,3338,144,7,,delaware
2020-04-30,4734,79,3307,152,8,,delaware
2020-05-01,4918,184,3356,159,7,,delaware
2020-05-02,5038,120,3324,168,9,,delaware
2020-05-03,5208,170,3391,177,9,,delaware
2020-05-04,5288,80,3390,182,5,,delaware
2020-05-05,5371,83,3337,187,5,,delaware
2020-05-06,5778,407,3577,193,6,,delaware
2020-05-07,5939,161,3627,202,9,,delaware
2020-05-08,6111,172,3670,213,11,,delaware
2020-05-09,6277,166,3828,221,8,,delaware
2020-05-10,6447,170,3686,224,3,,delaware
2020-05-11,6565,118,3721,225,1,,delaware
2020-05-12,6741,176,3702,237,12,,delaware
2020-05-13,6952,211,3763,247,10,,delaware
2020-05-14,7223,271,3883,260,13,,delaware
2020-05-15,7373,150,3892,271,11,,delaware
2020-05-16,7547,174,3894,286,15,,delaware
2020-05-17,7670,123,3902,290,4,,delaware
2020-05-18,7869,199,4027,297,7,,delaware
2020-05-19,8037,168,4188,304,7,,delaware
2020-05-20,8194,157,3919,310,6,,delaware
2020-05-21,8386,192,3939,317,7,,delaware
2020-05-22,8529,143,3911,322,5,,delaware
2020-05-23,8690,161,4070,324,2,,delaware
2020-05-24,8809,119,4187,326,2,,delaware
2020-05-25,8965,156,3940,332,6,,delaware
2020-05-26,9066,101,3929,335,3,,delaware
2020-05-27,9096,30,3843,344,9,,delaware
2020-05-28,9171,75,3917,345,1,,delaware
2020-05-29,9236,65,3777,356,11,,delaware
2020-05-30,9422,186,3856,361,5,,delaware
2020-05-31,9498,76,3866,366,5,,delaware
2020-06-01,9605,107,3884,368,2,,delaware
2020-06-02,9685,80,3870,373,5,,delaware
2020-06-03,9712,27,3895,375,2,,delaware
2020-06-04,9746,34,3798,386,11,,delaware
2020-06-05,9773,27,3754,388,2,,delaware
2020-06-06,9845,72,3759,390,2,,delaware
2020-06-07,9942,97,3752,398,8,,delaware
2020-06-08,9972,30,3782,398,0,,delaware
2020-06-09,10020,48,3722,410,12,,delaware
2020-06-10,10056,36,3704,413,3,,delaware
2020-06-11,10106,50,3691,414,1,,delaware
2020-06-12,10173,67,3697,414,0,,delaware
2020-06-13,10229,56,3694,419,5,,delaware
2020-06-14,10264,35,3670,422,3,,delaware
2020-06-15,10340,76,3745,423,1,,delaware
2020-06-16,10403,63,3723,424,1,,delaware
2020-06-17,10444,41,3762,426,2,,delaware
2020-06-18,10499,55,3718,431,5,,delaware
2020-06-19,10611,112,3783,433,2,,delaware
2020-06-20,10681,70,3852,434,1,,delaware
2020-06-21,10775,94,3881,435,1,,delaware
2020-06-22,10820,45,3926,435,0,,delaware
2020-06-23,10847,27,3789,504,69,,delaware
2020-06-24,10889,42,3786,505,1,,delaware
2020-06-25,10980,91,3827,507,2,,delaware
2020-06-26,11017,37,3849,507,0,,delaware
2020-06-27,11091,74,3919,507,0,,delaware
2020-06-28,11226,135,4054,507,0,,delaware
2020-06-29,11376,150,4204,507,0,,delaware
2020-06-30,11474,98,4298,509,2,,delaware
2020-07-01,11510,36,4325,509,0,,delaware
2020-07-02,11731,221,4543,510,1,,delaware
2020-07-03,11923,192,4719,512,2,,delaware
2020-07-04,11996,73,4773,512,0,,delaware
2020-07-05,12128,132,4876,512,0,,delaware
2020-07-06,12293,165,5003,512,0,,delaware
2020-07-07,12414,121,5085,514,2,,delaware
2020-07-08,12462,48,5096,515,1,,delaware
2020-07-09,12531,69,5113,517,2,,delaware
2020-07-10,12652,121,5186,517,0,,delaware
2020-07-11,12743,91,5224,517,0,,delaware
2020-07-12,12804,61,5167,517,0,,delaware
2020-07-13,12879,75,5223,517,0,,delaware
2020-07-14,12969,90,5267,518,1,,delaware
2020-07-15,13050,81,5293,521,3,,delaware
2020-07-16,13114,64,5324,521,0,,delaware
2020-07-17,13337,223,5501,521,0,,delaware
2020-07-18,13429,92,5554,523,2,,delaware
2020-07-19,13519,90,5641,523,0,,delaware
2020-07-20,13624,105,5741,523,0,,delaware
2020-07-21,13746,122,5859,525,2,,delaware
2020-07-22,13792,46,5406,527,2,,delaware
2020-07-23,13924,132,5502,529,2,,delaware
2020-07-24,14171,247,5700,578,49,,delaware
2020-07-25,14175,4,5635,579,1,,delaware
2020-07-26,14290,115,5715,579,0,,delaware
2020-07-27,14406,116,5792,579,0,,delaware
2020-07-28,14476,70,5788,580,1,,delaware
2020-07-29,14602,126,5913,581,1,,delaware
2020-07-30,14689,87,5968,581,0,,delaware
2020-07-31,14788,99,6024,585,4,,delaware
2020-08-01,14877,89,6080,585,0,,delaware
2020-08-02,14949,72,6129,585,0,,delaware
2020-08-03,15055,106,6203,585,0,,delaware
2020-08-04,15137,82,6247,587,2,,delaware
2020-08-05,15296,159,6370,587,0,,delaware
2020-08-06,15365,69,6413,587,0,,delaware
2020-08-07,15445,80,6465,588,1,,delaware
2020-08-08,15502,57,6496,590,2,,delaware
2020-08-09,15575,73,6535,591,1,,delaware
2020-08-10,15634,59,6543,591,0,,delaware
2020-08-11,15699,65,6589,591,0,,delaware
2020-08-12,15765,66,6622,592,1,,delaware
2020-08-13,15967,202,6787,593,1,,delaware
2020-08-14,16340,373,7134,593,0,,delaware
2020-08-15,16396,56,7154,593,0,,delaware
2020-08-16,16451,55,7187,593,0,,delaware
2020-08-17,16536,85,7230,593,0,,delaware
2020-08-18,16593,57,7251,593,0,,delaware
2020-08-19,16643,50,7268,595,2,,delaware
2020-08-20,16718,75,7314,595,0,,delaware
2020-08-21,16770,52,7331,600,5,,delaware
2020-08-22,16828,58,7305,600,0,,delaware
2020-08-23,16895,67,7359,600,0,,delaware
2020-08-24,16942,47,7366,604,4,,delaware
2020-08-25,16962,20,7349,603,-1,,delaware
2020-08-26,16969,7,7315,604,1,,delaware
2020-08-27,16976,7,7271,604,0,,delaware
2020-08-28,17137,161,7377,604,0,,delaware
2020-08-29,17234,97,7359,604,0,,delaware
2020-08-30,17343,109,7421,604,0,,delaware
